States,Transaction_Year,Quarters,RegisteredUsers,AppOpens,District
rajasthan,2018,1,51391,0,tonk district
rajasthan,2018,1,172648,0,jodhpur district
rajasthan,2018,1,38670,0,karauli district
rajasthan,2018,1,111919,0,udaipur district
rajasthan,2018,1,75701,0,dausa district
rajasthan,2018,1,101581,0,nagaur district
rajasthan,2018,1,68429,0,bharatpur district
rajasthan,2018,1,60424,0,barmer district
rajasthan,2018,1,118458,0,ajmer district
rajasthan,2018,1,59344,0,chittorgarh district
rajasthan,2018,1,61196,0,hanumangarh district
rajasthan,2018,1,13060,0,pratapgarh district
rajasthan,2018,1,54942,0,sawai madhopur district
rajasthan,2018,1,35230,0,jalore district
rajasthan,2018,1,86986,0,bikaner district
rajasthan,2018,1,133983,0,sikar district
rajasthan,2018,1,22160,0,dholpur district
rajasthan,2018,1,30697,0,sirohi district
rajasthan,2018,1,29111,0,rajsamand district
rajasthan,2018,1,21619,0,jaisalmer district
rajasthan,2018,1,33190,0,bundi district
rajasthan,2018,1,34416,0,jhalawar district
rajasthan,2018,1,203096,0,alwar district
rajasthan,2018,1,141411,0,kota district
rajasthan,2018,1,98912,0,jhunjhunu district
rajasthan,2022,3,614763,86663578,pali district
rajasthan,2022,3,609264,497587120,ganganagar district
rajasthan,2022,3,630859,93965925,churu district
rajasthan,2022,3,5696726,97515005,jaipur district
rajasthan,2022,3,306488,35782521,baran district
rajasthan,2022,3,971352,111039026,bhilwara district
rajasthan,2022,3,211215,35678679,banswara district
rajasthan,2022,3,191535,24648975,dungarpur district
rajasthan,2022,3,479568,54127045,tonk district
rajasthan,2022,3,1517702,254120726,jodhpur district
rajasthan,2022,3,370379,27073093,karauli district
rajasthan,2022,3,908034,80374530,udaipur district
rajasthan,2022,3,646611,19935199,dausa district
rajasthan,2022,3,1001401,186521136,nagaur district
rajasthan,2022,3,799601,23295084,bharatpur district
rajasthan,2022,3,714466,287879403,barmer district
rajasthan,2022,3,1050146,99619646,ajmer district
rajasthan,2022,3,520793,62711300,chittorgarh district
rajasthan,2022,3,438430,303886660,hanumangarh district
rajasthan,2022,3,140123,32602291,pratapgarh district
rajasthan,2022,3,461840,32215728,sawai madhopur district
rajasthan,2022,3,436182,67230900,jalore district
rajasthan,2022,3,819523,250765934,bikaner district
rajasthan,2022,3,1133443,61228825,sikar district
rajasthan,2022,3,237489,19098756,dholpur district
rajasthan,2022,3,289792,29876298,sirohi district
rajasthan,2022,3,317247,43640347,rajsamand district
rajasthan,2022,3,256162,163060522,jaisalmer district
rajasthan,2022,3,324032,38644499,bundi district
rajasthan,2022,3,370638,49646877,jhalawar district
rajasthan,2022,3,1755844,56486270,alwar district
rajasthan,2022,3,982248,34674075,kota district
rajasthan,2022,3,839052,38191893,jhunjhunu district
rajasthan,2022,4,641377,37823446,pali district
rajasthan,2022,4,639140,41572688,ganganagar district
rajasthan,2022,4,659182,34536777,churu district
rajasthan,2022,4,5975863,302929885,jaipur district
rajasthan,2022,4,320431,17042993,baran district
rajasthan,2022,4,1017032,71900538,bhilwara district
rajasthan,2022,4,220126,13983897,banswara district
rajasthan,2022,4,199320,10652699,dungarpur district
rajasthan,2022,4,501573,29169650,tonk district
rajasthan,2022,4,1583620,94660470,jodhpur district
rajasthan,2022,4,388010,19877087,karauli district
rajasthan,2022,4,949767,57456129,udaipur district
rajasthan,2022,4,678693,33124667,dausa district
rajasthan,2022,4,1043562,66793982,nagaur district
rajasthan,2022,4,839280,31088388,bharatpur district
rajasthan,2022,4,742793,59090917,barmer district
rajasthan,2022,4,1097266,73340646,ajmer district
rajasthan,2022,4,544856,36614779,chittorgarh district
rajasthan,2022,4,459397,29067836,hanumangarh district
rajasthan,2022,4,146311,10020826,pratapgarh district
rajasthan,2022,4,484318,24244979,sawai madhopur district
rajasthan,2022,4,454009,26134282,jalore district
rajasthan,2022,4,856385,51898443,bikaner district
rajasthan,2022,4,1185927,64102564,sikar district
rajasthan,2022,4,249028,13787272,dholpur district
rajasthan,2022,4,302852,16427206,sirohi district
rajasthan,2022,4,331406,24301610,rajsamand district
rajasthan,2022,4,266118,23450979,jaisalmer district
rajasthan,2022,4,339186,19235443,bundi district
rajasthan,2022,4,387978,23347051,jhalawar district
rajasthan,2022,4,1843138,86723515,alwar district
rajasthan,2022,4,1031196,51410929,kota district
rajasthan,2022,4,876787,41612351,jhunjhunu district
rajasthan,2022,2,584657,77005278,pali district
rajasthan,2022,2,578145,421950406,ganganagar district
rajasthan,2022,2,598254,64146292,churu district
rajasthan,2022,2,5409763,95957044,jaipur district
rajasthan,2022,2,290456,32432236,baran district
rajasthan,2022,2,921021,90944545,bhilwara district
rajasthan,2022,2,200791,31207171,banswara district
rajasthan,2022,2,182055,22714718,dungarpur district
rajasthan,2022,2,455010,50484749,tonk district
rajasthan,2022,2,1444490,190957063,jodhpur district
rajasthan,2022,2,350206,22434237,karauli district
rajasthan,2022,2,862053,75628048,udaipur district
rajasthan,2022,2,611894,20588468,dausa district
rajasthan,2022,2,952752,151946783,nagaur district
rajasthan,2022,2,755997,22132942,bharatpur district
rajasthan,2022,2,680437,251676740,barmer district
rajasthan,2022,2,998746,80278864,ajmer district
rajasthan,2022,2,493379,53085761,chittorgarh district
rajasthan,2022,2,415870,252744084,hanumangarh district
rajasthan,2022,2,132722,29088449,pratapgarh district
rajasthan,2022,2,436961,28512199,sawai madhopur district
rajasthan,2022,2,415385,61989441,jalore district
rajasthan,2022,2,778380,192250235,bikaner district
rajasthan,2022,2,1074986,56239659,sikar district
rajasthan,2022,2,224585,16130121,dholpur district
rajasthan,2022,2,275294,26815784,sirohi district
rajasthan,2022,2,301070,38062175,rajsamand district
rajasthan,2022,2,244234,123477036,jaisalmer district
rajasthan,2022,2,306807,34122615,bundi district
rajasthan,2022,2,350492,39762250,jhalawar district
rajasthan,2022,2,1661785,49318462,alwar district
rajasthan,2022,2,931689,33065934,kota district
rajasthan,2022,2,795815,34285158,jhunjhunu district
rajasthan,2022,1,553792,69349732,pali district
rajasthan,2022,1,547992,375275391,ganganagar district
rajasthan,2022,1,565326,60875548,churu district
rajasthan,2022,1,5133527,100209038,jaipur district
rajasthan,2022,1,274308,31164272,baran district
rajasthan,2022,1,871188,88473755,bhilwara district
rajasthan,2022,1,189997,25933196,banswara district
rajasthan,2022,1,171907,19525390,dungarpur district
rajasthan,2022,1,429840,49977776,tonk district
rajasthan,2022,1,1370206,183816156,jodhpur district
rajasthan,2022,1,330492,24699924,karauli district
rajasthan,2022,1,816476,66660064,udaipur district
rajasthan,2022,1,578443,20187376,dausa district
rajasthan,2022,1,901819,133495392,nagaur district
rajasthan,2022,1,713425,20913302,bharatpur district
rajasthan,2022,1,642913,231774454,barmer district
rajasthan,2022,1,947827,74534651,ajmer district
rajasthan,2022,1,465868,47033572,chittorgarh district
rajasthan,2022,1,393659,223563976,hanumangarh district
rajasthan,2022,1,125125,26261142,pratapgarh district
rajasthan,2022,1,412482,28303144,sawai madhopur district
rajasthan,2022,1,392559,54718054,jalore district
rajasthan,2022,1,737226,183107441,bikaner district
rajasthan,2022,1,1017503,53601274,sikar district
rajasthan,2022,1,211933,14633724,dholpur district
rajasthan,2022,1,260674,23786718,sirohi district
rajasthan,2022,1,284734,32199404,rajsamand district
rajasthan,2022,1,231261,120379969,jaisalmer district
rajasthan,2022,1,289557,31495159,bundi district
rajasthan,2022,1,330563,40658233,jhalawar district
rajasthan,2022,1,1570711,50622585,alwar district
rajasthan,2022,1,882916,30096178,kota district
rajasthan,2022,1,752608,33280479,jhunjhunu district
rajasthan,2021,3,484755,33725637,pali district
rajasthan,2021,3,481739,155979698,ganganagar district
rajasthan,2021,3,491812,36163323,churu district
rajasthan,2021,3,4534297,175289835,jaipur district
rajasthan,2021,3,238205,14724605,baran district
rajasthan,2021,3,760232,52240450,bhilwara district
rajasthan,2021,3,165628,10580067,banswara district
rajasthan,2021,3,149490,7824971,dungarpur district
rajasthan,2021,3,374118,29280826,tonk district
rajasthan,2021,3,1202937,85445735,jodhpur district
rajasthan,2021,3,287377,16649738,karauli district
rajasthan,2021,3,716657,34896346,udaipur district
rajasthan,2021,3,506053,27166264,dausa district
rajasthan,2021,3,787565,65627603,nagaur district
rajasthan,2021,3,621337,18744440,bharatpur district
rajasthan,2021,3,555443,86730475,barmer district
rajasthan,2021,3,835375,44691315,ajmer district
rajasthan,2021,3,405372,25182745,chittorgarh district
rajasthan,2021,3,344727,98092929,hanumangarh district
rajasthan,2021,3,107977,9572891,pratapgarh district
rajasthan,2021,3,359201,22869669,sawai madhopur district
rajasthan,2021,3,341575,23694042,jalore district
rajasthan,2021,3,643520,76274401,bikaner district
rajasthan,2021,3,892015,45869668,sikar district
rajasthan,2021,3,184104,9024247,dholpur district
rajasthan,2021,3,228612,12856951,sirohi district
rajasthan,2021,3,248866,16230110,rajsamand district
rajasthan,2021,3,200177,40799554,jaisalmer district
rajasthan,2021,3,251774,17553690,bundi district
rajasthan,2021,3,286594,20159854,jhalawar district
rajasthan,2021,3,1374586,59044145,alwar district
rajasthan,2021,3,777099,26835981,kota district
rajasthan,2021,3,660246,29731620,jhunjhunu district
rajasthan,2021,4,520123,25431471,pali district
rajasthan,2021,4,515921,29488011,ganganagar district
rajasthan,2021,4,529054,25104922,churu district
rajasthan,2021,4,4841883,271330929,jaipur district
rajasthan,2021,4,256568,12169559,baran district
rajasthan,2021,4,816969,53226820,bhilwara district
rajasthan,2021,4,177866,7108111,banswara district
rajasthan,2021,4,160624,5972533,dungarpur district
rajasthan,2021,4,402370,23402350,tonk district
rajasthan,2021,4,1288773,67754747,jodhpur district
rajasthan,2021,4,309039,16501417,karauli district
rajasthan,2021,4,767224,39268515,udaipur district
rajasthan,2021,4,542538,32691553,dausa district
rajasthan,2021,4,845508,46269589,nagaur district
rajasthan,2021,4,667946,24621512,bharatpur district
rajasthan,2021,4,600203,40205591,barmer district
rajasthan,2021,4,892912,50975533,ajmer district
rajasthan,2021,4,435907,24182934,chittorgarh district
rajasthan,2021,4,369948,21061506,hanumangarh district
rajasthan,2021,4,116630,5912035,pratapgarh district
rajasthan,2021,4,386476,21640091,sawai madhopur district
rajasthan,2021,4,367554,17042645,jalore district
rajasthan,2021,4,691555,36465475,bikaner district
rajasthan,2021,4,955025,53716422,sikar district
rajasthan,2021,4,198205,9603469,dholpur district
rajasthan,2021,4,244921,11837758,sirohi district
rajasthan,2021,4,266920,14512502,rajsamand district
rajasthan,2021,4,216435,16435863,jaisalmer district
rajasthan,2021,4,270915,13795157,bundi district
rajasthan,2021,4,308914,16602215,jhalawar district
rajasthan,2021,4,1474129,76462658,alwar district
rajasthan,2021,4,831250,39822430,kota district
rajasthan,2021,4,706897,34507708,jhunjhunu district
rajasthan,2021,2,447779,26084296,pali district
rajasthan,2021,2,447213,112799686,ganganagar district
rajasthan,2021,2,452436,24492982,churu district
rajasthan,2021,2,4226231,129314372,jaipur district
rajasthan,2021,2,219493,11541278,baran district
rajasthan,2021,2,701929,38002894,bhilwara district
rajasthan,2021,2,152564,8074724,banswara district
rajasthan,2021,2,137559,6330854,dungarpur district
rajasthan,2021,2,345171,24685623,tonk district
rajasthan,2021,2,1114131,62758418,jodhpur district
rajasthan,2021,2,265012,15318896,karauli district
rajasthan,2021,2,664816,25708180,udaipur district
rajasthan,2021,2,468401,23327644,dausa district
rajasthan,2021,2,726871,49222121,nagaur district
rajasthan,2021,2,573558,16306652,bharatpur district
rajasthan,2021,2,508022,66990117,barmer district
rajasthan,2021,2,776294,30665240,ajmer district
rajasthan,2021,2,373366,17991745,chittorgarh district
rajasthan,2021,2,318916,71893810,hanumangarh district
rajasthan,2021,2,98859,7256037,pratapgarh district
rajasthan,2021,2,331804,19386358,sawai madhopur district
rajasthan,2021,2,314575,20927950,jalore district
rajasthan,2021,2,592883,50927072,bikaner district
rajasthan,2021,2,826855,37021004,sikar district
rajasthan,2021,2,169376,7403984,dholpur district
rajasthan,2021,2,211770,9436390,sirohi district
rajasthan,2021,2,229951,12148232,rajsamand district
rajasthan,2021,2,182456,25511431,jaisalmer district
rajasthan,2021,2,231781,13395218,bundi district
rajasthan,2021,2,262988,15380255,jhalawar district
rajasthan,2021,2,1273307,47024799,alwar district
rajasthan,2021,2,722793,20158112,kota district
rajasthan,2021,2,611825,24604858,jhunjhunu district
rajasthan,2021,1,415885,11819976,pali district
rajasthan,2021,1,417045,15473270,ganganagar district
rajasthan,2021,1,419405,11431454,churu district
rajasthan,2021,1,3951866,183223237,jaipur district
rajasthan,2021,1,203337,5801624,baran district
rajasthan,2021,1,651400,25443751,bhilwara district
rajasthan,2021,1,141400,3013349,banswara district
rajasthan,2021,1,127350,2477341,dungarpur district
rajasthan,2021,1,320035,12332529,tonk district
rajasthan,2021,1,1036855,31951682,jodhpur district
rajasthan,2021,1,246158,8003738,karauli district
rajasthan,2021,1,619264,20513934,udaipur district
rajasthan,2021,1,436073,18930061,dausa district
rajasthan,2021,1,674465,20283897,nagaur district
rajasthan,2021,1,532869,12486257,bharatpur district
rajasthan,2021,1,467599,16621513,barmer district
rajasthan,2021,1,723852,23579979,ajmer district
rajasthan,2021,1,346105,10970397,chittorgarh district
rajasthan,2021,1,296847,10904246,hanumangarh district
rajasthan,2021,1,91072,2334901,pratapgarh district
rajasthan,2021,1,308182,11891379,sawai madhopur district
rajasthan,2021,1,291129,7479999,jalore district
rajasthan,2021,1,549650,17216574,bikaner district
rajasthan,2021,1,770103,28600473,sikar district
rajasthan,2021,1,157012,4162764,dholpur district
rajasthan,2021,1,196962,5802177,sirohi district
rajasthan,2021,1,213464,6267543,rajsamand district
rajasthan,2021,1,167775,6229028,jaisalmer district
rajasthan,2021,1,214612,6548190,bundi district
rajasthan,2021,1,243433,8020226,jhalawar district
rajasthan,2021,1,1185599,43190779,alwar district
rajasthan,2021,1,674683,22050579,kota district
rajasthan,2021,1,569602,17478212,jhunjhunu district
rajasthan,2020,3,345708,8255807,pali district
rajasthan,2020,3,361472,10430039,ganganagar district
rajasthan,2020,3,351312,7999281,churu district
rajasthan,2020,3,3433167,125079282,jaipur district
rajasthan,2020,3,170494,4538646,baran district
rajasthan,2020,3,548564,17651079,bhilwara district
rajasthan,2020,3,113690,1945847,banswara district
rajasthan,2020,3,104238,1696231,dungarpur district
rajasthan,2020,3,271572,9391974,tonk district
rajasthan,2020,3,870849,19922472,jodhpur district
rajasthan,2020,3,208020,6785763,karauli district
rajasthan,2020,3,522695,13013510,udaipur district
rajasthan,2020,3,374327,15029658,dausa district
rajasthan,2020,3,564788,13925433,nagaur district
rajasthan,2020,3,443923,9409816,bharatpur district
rajasthan,2020,3,382632,10425426,barmer district
rajasthan,2020,3,605298,14653418,ajmer district
rajasthan,2020,3,289447,7499061,chittorgarh district
rajasthan,2020,3,256413,8007919,hanumangarh district
rajasthan,2020,3,74664,1699712,pratapgarh district
rajasthan,2020,3,261108,9027130,sawai madhopur district
rajasthan,2020,3,241722,5465909,jalore district
rajasthan,2020,3,458961,11169617,bikaner district
rajasthan,2020,3,652190,19910360,sikar district
rajasthan,2020,3,130882,3049890,dholpur district
rajasthan,2020,3,165084,4005774,sirohi district
rajasthan,2020,3,176459,4332202,rajsamand district
rajasthan,2020,3,138087,3642268,jaisalmer district
rajasthan,2020,3,179426,4732783,bundi district
rajasthan,2020,3,202659,6128883,jhalawar district
rajasthan,2020,3,1008033,31403726,alwar district
rajasthan,2020,3,577117,13759287,kota district
rajasthan,2020,3,484411,12694667,jhunjhunu district
rajasthan,2020,4,382655,9825539,pali district
rajasthan,2020,4,388034,12772868,ganganagar district
rajasthan,2020,4,386458,9412917,churu district
rajasthan,2020,4,3679874,148178456,jaipur district
rajasthan,2020,4,187876,5057385,baran district
rajasthan,2020,4,600492,20982848,bhilwara district
rajasthan,2020,4,129685,2518374,banswara district
rajasthan,2020,4,117041,2067808,dungarpur district
rajasthan,2020,4,296247,10501803,tonk district
rajasthan,2020,4,956422,24618380,jodhpur district
rajasthan,2020,4,227131,6370881,karauli district
rajasthan,2020,4,572833,16303274,udaipur district
rajasthan,2020,4,403566,14098651,dausa district
rajasthan,2020,4,621602,16605197,nagaur district
rajasthan,2020,4,488657,10160228,bharatpur district
rajasthan,2020,4,427187,12501398,barmer district
rajasthan,2020,4,667786,18479194,ajmer district
rajasthan,2020,4,318559,9003388,chittorgarh district
rajasthan,2020,4,275838,9393442,hanumangarh district
rajasthan,2020,4,83444,1932067,pratapgarh district
rajasthan,2020,4,284274,8890374,sawai madhopur district
rajasthan,2020,4,267460,6174701,jalore district
rajasthan,2020,4,505877,13537018,bikaner district
rajasthan,2020,4,712668,23601312,sikar district
rajasthan,2020,4,144560,3534891,dholpur district
rajasthan,2020,4,181922,4838098,sirohi district
rajasthan,2020,4,196490,5256359,rajsamand district
rajasthan,2020,4,153298,4666428,jaisalmer district
rajasthan,2020,4,197914,5473686,bundi district
rajasthan,2020,4,223785,6746396,jhalawar district
rajasthan,2020,4,1096436,35643201,alwar district
rajasthan,2020,4,625674,17093714,kota district
rajasthan,2020,4,527749,14774833,jhunjhunu district
rajasthan,2020,2,307887,6310273,pali district
rajasthan,2020,2,335621,8379592,ganganagar district
rajasthan,2020,2,316790,6760892,churu district
rajasthan,2020,2,3182014,80877961,jaipur district
rajasthan,2020,2,151765,3835116,baran district
rajasthan,2020,2,494563,12890198,bhilwara district
rajasthan,2020,2,99412,1699963,banswara district
rajasthan,2020,2,91873,1636556,dungarpur district
rajasthan,2020,2,242537,7781905,tonk district
rajasthan,2020,2,786584,14441478,jodhpur district
rajasthan,2020,2,186606,6525754,karauli district
rajasthan,2020,2,470976,8593625,udaipur district
rajasthan,2020,2,340173,12618994,dausa district
rajasthan,2020,2,507139,11775596,nagaur district
rajasthan,2020,2,387228,8912263,bharatpur district
rajasthan,2020,2,339591,9014183,barmer district
rajasthan,2020,2,543273,10441267,ajmer district
rajasthan,2020,2,260273,5682568,chittorgarh district
rajasthan,2020,2,236656,6563154,hanumangarh district
rajasthan,2020,2,65571,1452171,pratapgarh district
rajasthan,2020,2,232702,7297253,sawai madhopur district
rajasthan,2020,2,214252,4760526,jalore district
rajasthan,2020,2,411873,8603077,bikaner district
rajasthan,2020,2,589850,15875616,sikar district
rajasthan,2020,2,116972,2947200,dholpur district
rajasthan,2020,2,148341,3094850,sirohi district
rajasthan,2020,2,156088,3238062,rajsamand district
rajasthan,2020,2,123119,2920461,jaisalmer district
rajasthan,2020,2,160378,3927602,bundi district
rajasthan,2020,2,179103,4948638,jhalawar district
rajasthan,2020,2,915475,25159291,alwar district
rajasthan,2020,2,529843,10371662,kota district
rajasthan,2020,2,438673,10603434,jhunjhunu district
rajasthan,2020,1,268302,5368443,pali district
rajasthan,2020,1,310884,8129893,ganganagar district
rajasthan,2020,1,275729,5570951,churu district
rajasthan,2020,1,2966508,112753813,jaipur district
rajasthan,2020,1,133269,3014985,baran district
rajasthan,2020,1,442746,13144341,bhilwara district
rajasthan,2020,1,82838,1342542,banswara district
rajasthan,2020,1,76324,1159673,dungarpur district
rajasthan,2020,1,216178,6901660,tonk district
rajasthan,2020,1,695569,15334159,jodhpur district
rajasthan,2020,1,164040,4420047,karauli district
rajasthan,2020,1,422167,10513844,udaipur district
rajasthan,2020,1,308670,11217391,dausa district
rajasthan,2020,1,437492,9554943,nagaur district
rajasthan,2020,1,329290,6790404,bharatpur district
rajasthan,2020,1,286601,7166819,barmer district
rajasthan,2020,1,482545,10914304,ajmer district
rajasthan,2020,1,231108,5597109,chittorgarh district
rajasthan,2020,1,216674,5952908,hanumangarh district
rajasthan,2020,1,55077,1133884,pratapgarh district
rajasthan,2020,1,209020,6355173,sawai madhopur district
rajasthan,2020,1,180293,3511023,jalore district
rajasthan,2020,1,362779,8266173,bikaner district
rajasthan,2020,1,522371,14810439,sikar district
rajasthan,2020,1,101624,2213179,dholpur district
rajasthan,2020,1,129859,2676831,sirohi district
rajasthan,2020,1,135151,2855731,rajsamand district
rajasthan,2020,1,105533,2508061,jaisalmer district
rajasthan,2020,1,142309,3455333,bundi district
rajasthan,2020,1,155961,4310076,jhalawar district
rajasthan,2020,1,825297,23195731,alwar district
rajasthan,2020,1,483202,13130482,kota district
rajasthan,2020,1,386643,8545411,jhunjhunu district
rajasthan,2019,3,210186,3230830,pali district
rajasthan,2019,3,259147,5329186,ganganagar district
rajasthan,2019,3,217626,3317342,churu district
rajasthan,2019,3,2520933,89850029,jaipur district
rajasthan,2019,3,106351,2051705,baran district
rajasthan,2019,3,352747,8860857,bhilwara district
rajasthan,2019,3,63551,893570,banswara district
rajasthan,2019,3,58095,706395,dungarpur district
rajasthan,2019,3,172052,4405786,tonk district
rajasthan,2019,3,557784,10392183,jodhpur district
rajasthan,2019,3,130123,2621200,karauli district
rajasthan,2019,3,336408,7278593,udaipur district
rajasthan,2019,3,247191,7121592,dausa district
rajasthan,2019,3,337197,5708529,nagaur district
rajasthan,2019,3,249623,4387816,bharatpur district
rajasthan,2019,3,219517,4182508,barmer district
rajasthan,2019,3,378921,6913177,ajmer district
rajasthan,2019,3,184293,3661078,chittorgarh district
rajasthan,2019,3,178867,3826129,hanumangarh district
rajasthan,2019,3,42086,701686,pratapgarh district
rajasthan,2019,3,166920,3974181,sawai madhopur district
rajasthan,2019,3,137453,2019288,jalore district
rajasthan,2019,3,285431,5245001,bikaner district
rajasthan,2019,3,412367,8985766,sikar district
rajasthan,2019,3,78552,1328504,dholpur district
rajasthan,2019,3,102086,1654243,sirohi district
rajasthan,2019,3,103271,1789671,rajsamand district
rajasthan,2019,3,81836,1600174,jaisalmer district
rajasthan,2019,3,111813,2296350,bundi district
rajasthan,2019,3,121605,2972921,jhalawar district
rajasthan,2019,3,666462,15928761,alwar district
rajasthan,2019,3,399776,9992598,kota district
rajasthan,2019,3,307034,5111350,jhunjhunu district
rajasthan,2019,4,237638,4129902,pali district
rajasthan,2019,4,283969,6621904,ganganagar district
rajasthan,2019,4,244530,4329962,churu district
rajasthan,2019,4,2746860,103314309,jaipur district
rajasthan,2019,4,119534,2547353,baran district
rajasthan,2019,4,394803,10679589,bhilwara district
rajasthan,2019,4,72904,1098801,banswara district
rajasthan,2019,4,66780,888115,dungarpur district
rajasthan,2019,4,193414,5508185,tonk district
rajasthan,2019,4,622601,12720546,jodhpur district
rajasthan,2019,4,146756,3551403,karauli district
rajasthan,2019,4,378564,9084520,udaipur district
rajasthan,2019,4,277572,9184224,dausa district
rajasthan,2019,4,383582,7324868,nagaur district
rajasthan,2019,4,286149,5465453,bharatpur district
rajasthan,2019,4,250330,5275277,barmer district
rajasthan,2019,4,426926,8628128,ajmer district
rajasthan,2019,4,206858,4484694,chittorgarh district
rajasthan,2019,4,196382,4658582,hanumangarh district
rajasthan,2019,4,48278,897308,pratapgarh district
rajasthan,2019,4,187961,5396377,sawai madhopur district
rajasthan,2019,4,157677,2570614,jalore district
rajasthan,2019,4,321081,6515592,bikaner district
rajasthan,2019,4,464940,11652696,sikar district
rajasthan,2019,4,89248,1669233,dholpur district
rajasthan,2019,4,115407,2190115,sirohi district
rajasthan,2019,4,118240,2252524,rajsamand district
rajasthan,2019,4,93012,2097906,jaisalmer district
rajasthan,2019,4,126513,2832743,bundi district
rajasthan,2019,4,138059,3619323,jhalawar district
rajasthan,2019,4,742956,19213455,alwar district
rajasthan,2019,4,441496,11727559,kota district
rajasthan,2019,4,344011,6773433,jhunjhunu district
rajasthan,2019,2,187542,930088,pali district
rajasthan,2019,2,235568,1551938,ganganagar district
rajasthan,2019,2,195534,1006339,churu district
rajasthan,2019,2,2290462,22271457,jaipur district
rajasthan,2019,2,95427,564207,baran district
rajasthan,2019,2,314517,2261281,bhilwara district
rajasthan,2019,2,55866,253550,banswara district
rajasthan,2019,2,51445,198122,dungarpur district
rajasthan,2019,2,154278,1184959,tonk district
rajasthan,2019,2,499967,2726339,jodhpur district
rajasthan,2019,2,117179,809150,karauli district
rajasthan,2019,2,296062,1759980,udaipur district
rajasthan,2019,2,221809,1902214,dausa district
rajasthan,2019,2,301083,1592659,nagaur district
rajasthan,2019,2,218123,1302330,bharatpur district
rajasthan,2019,2,195808,1095062,barmer district
rajasthan,2019,2,335167,1885467,ajmer district
rajasthan,2019,2,165139,995673,chittorgarh district
rajasthan,2019,2,163214,1167325,hanumangarh district
rajasthan,2019,2,37559,192934,pratapgarh district
rajasthan,2019,2,150671,1155239,sawai madhopur district
rajasthan,2019,2,121750,569083,jalore district
rajasthan,2019,2,253994,1406054,bikaner district
rajasthan,2019,2,366729,2484751,sikar district
rajasthan,2019,2,69500,396630,dholpur district
rajasthan,2019,2,91049,459237,sirohi district
rajasthan,2019,2,90703,463090,rajsamand district
rajasthan,2019,2,73182,385303,jaisalmer district
rajasthan,2019,2,99226,630309,bundi district
rajasthan,2019,2,106772,774709,jhalawar district
rajasthan,2019,2,593855,4412522,alwar district
rajasthan,2019,2,359152,2477064,kota district
rajasthan,2019,2,275603,1522271,jhunjhunu district
rajasthan,2019,1,162537,0,pali district
rajasthan,2019,1,210336,0,ganganagar district
rajasthan,2019,1,168353,0,churu district
rajasthan,2019,1,2060175,0,jaipur district
rajasthan,2019,1,84261,0,baran district
rajasthan,2019,1,276384,0,bhilwara district
rajasthan,2019,1,48096,0,banswara district
rajasthan,2019,1,43910,0,dungarpur district
rajasthan,2019,1,134480,0,tonk district
rajasthan,2019,1,434178,0,jodhpur district
rajasthan,2019,1,102283,0,karauli district
rajasthan,2019,1,258915,0,udaipur district
rajasthan,2019,1,195832,0,dausa district
rajasthan,2019,1,259361,0,nagaur district
rajasthan,2019,1,186048,0,bharatpur district
rajasthan,2019,1,167463,0,barmer district
rajasthan,2019,1,290433,0,ajmer district
rajasthan,2019,1,145818,0,chittorgarh district
rajasthan,2019,1,144397,0,hanumangarh district
rajasthan,2019,1,32514,0,pratapgarh district
rajasthan,2019,1,133291,0,sawai madhopur district
rajasthan,2019,1,103490,0,jalore district
rajasthan,2019,1,217474,0,bikaner district
rajasthan,2019,1,318166,0,sikar district
rajasthan,2019,1,60029,0,dholpur district
rajasthan,2019,1,79721,0,sirohi district
rajasthan,2019,1,78583,0,rajsamand district
rajasthan,2019,1,61453,0,jaisalmer district
rajasthan,2019,1,86749,0,bundi district
rajasthan,2019,1,92752,0,jhalawar district
rajasthan,2019,1,517681,0,alwar district
rajasthan,2019,1,318085,0,kota district
rajasthan,2019,1,238956,0,jhunjhunu district
jharkhand,2018,3,63704,0,ramgarh district
jharkhand,2018,3,265341,0,ranchi district
jharkhand,2018,3,176668,0,east singhbhum district
jharkhand,2018,3,20471,0,jamtara district
jharkhand,2018,3,28400,0,dumka district
jharkhand,2018,3,36314,0,koderma district
jharkhand,2018,3,99502,0,hazaribagh district
jharkhand,2018,3,5759,0,simdega district
jharkhand,2018,3,30199,0,garhwa district
jharkhand,2018,3,54706,0,saraikela kharsawan district
jharkhand,2018,3,12095,0,gumla district
jharkhand,2018,3,22931,0,chatra district
jharkhand,2018,3,8026,0,khunti district
jharkhand,2018,3,219103,0,dhanbad district
jharkhand,2018,3,30225,0,godda district
jharkhand,2018,3,63814,0,deoghar district
jharkhand,2018,3,59382,0,palamu district
jharkhand,2018,3,14871,0,latehar district
jharkhand,2018,3,29036,0,west singhbhum district
jharkhand,2018,3,12107,0,pakur district
jharkhand,2018,3,10207,0,lohardaga district
jharkhand,2018,3,21878,0,sahebganj district
jharkhand,2018,3,80440,0,giridih district
jharkhand,2018,3,167183,0,bokaro district
jharkhand,2018,4,78772,0,ramgarh district
jharkhand,2018,4,326599,0,ranchi district
jharkhand,2018,4,217406,0,east singhbhum district
jharkhand,2018,4,26309,0,jamtara district
jharkhand,2018,4,36099,0,dumka district
jharkhand,2018,4,45333,0,koderma district
jharkhand,2018,4,126167,0,hazaribagh district
jharkhand,2018,4,7712,0,simdega district
