States,Transaction_Year,Quarters,RegisteredUsers,AppOpens,District
karnataka,2018,4,138815,0,shivamogga district
karnataka,2018,4,109312,0,udupi district
karnataka,2018,4,66147,0,gadag district
karnataka,2018,2,205044,0,mysuru district
karnataka,2018,2,59180,0,chitradurga district
karnataka,2018,2,113205,0,kalaburagi district
karnataka,2018,2,66427,0,ramanagara district
karnataka,2018,2,71274,0,mandya district
karnataka,2018,2,20698,0,kodagu district
karnataka,2018,2,45442,0,chikkamagaluru district
karnataka,2018,2,47272,0,haveri district
karnataka,2018,2,140995,0,ballari district
karnataka,2018,2,194698,0,belagavi district
karnataka,2018,2,84688,0,kolar district
karnataka,2018,2,65063,0,uttara kannada district
karnataka,2018,2,116855,0,tumakuru district
karnataka,2018,2,30466,0,yadgir district
karnataka,2018,2,2553312,0,bengaluru urban district
karnataka,2018,2,59818,0,chikkaballapura district
karnataka,2018,2,94405,0,davanagere district
karnataka,2018,2,86717,0,bagalkote district
karnataka,2018,2,95448,0,vijayapura district
karnataka,2018,2,48604,0,koppal district
karnataka,2018,2,79155,0,bidar district
karnataka,2018,2,121048,0,bengaluru rural district
karnataka,2018,2,81353,0,raichur district
karnataka,2018,2,24920,0,chamarajanagara district
karnataka,2018,2,118271,0,dakshina kannada district
karnataka,2018,2,73330,0,hassan district
karnataka,2018,2,144884,0,dharwad district
karnataka,2018,2,83122,0,shivamogga district
karnataka,2018,2,65245,0,udupi district
karnataka,2018,2,39726,0,gadag district
karnataka,2018,1,150799,0,mysuru district
karnataka,2018,1,41656,0,chitradurga district
karnataka,2018,1,81933,0,kalaburagi district
karnataka,2018,1,47100,0,ramanagara district
karnataka,2018,1,50951,0,mandya district
karnataka,2018,1,14783,0,kodagu district
karnataka,2018,1,32240,0,chikkamagaluru district
karnataka,2018,1,33262,0,haveri district
karnataka,2018,1,103566,0,ballari district
karnataka,2018,1,140320,0,belagavi district
karnataka,2018,1,60498,0,kolar district
karnataka,2018,1,48635,0,uttara kannada district
karnataka,2018,1,82955,0,tumakuru district
karnataka,2018,1,21121,0,yadgir district
karnataka,2018,1,1922368,0,bengaluru urban district
karnataka,2018,1,43074,0,chikkaballapura district
karnataka,2018,1,68178,0,davanagere district
karnataka,2018,1,63460,0,bagalkote district
karnataka,2018,1,68814,0,vijayapura district
karnataka,2018,1,34963,0,koppal district
karnataka,2018,1,58446,0,bidar district
karnataka,2018,1,87955,0,bengaluru rural district
karnataka,2018,1,58544,0,raichur district
karnataka,2018,1,17398,0,chamarajanagara district
karnataka,2018,1,87491,0,dakshina kannada district
karnataka,2018,1,51642,0,hassan district
karnataka,2018,1,106877,0,dharwad district
karnataka,2018,1,60797,0,shivamogga district
karnataka,2018,1,49362,0,udupi district
karnataka,2018,1,28575,0,gadag district
karnataka,2022,3,1556384,72319040,mysuru district
karnataka,2022,3,528557,107271050,chitradurga district
karnataka,2022,3,874282,110059604,kalaburagi district
karnataka,2022,3,563154,53626831,ramanagara district
karnataka,2022,3,665227,71746022,mandya district
karnataka,2022,3,219407,30433150,kodagu district
karnataka,2022,3,421862,67297573,chikkamagaluru district
karnataka,2022,3,432627,49838706,haveri district
karnataka,2022,3,1030428,90880443,ballari district
karnataka,2022,3,1635855,140101425,belagavi district
karnataka,2022,3,774245,56113522,kolar district
karnataka,2022,3,496232,49924522,uttara kannada district
karnataka,2022,3,1070793,150906339,tumakuru district
karnataka,2022,3,280412,58514122,yadgir district
karnataka,2022,3,13997602,121199714,bengaluru urban district
karnataka,2022,3,542150,55200382,chikkaballapura district
karnataka,2022,3,734360,65060403,davanagere district
karnataka,2022,3,654927,66299341,bagalkote district
karnataka,2022,3,792750,109909660,vijayapura district
karnataka,2022,3,424581,74449956,koppal district
karnataka,2022,3,600650,71847800,bidar district
karnataka,2022,3,924127,28699442,bengaluru rural district
karnataka,2022,3,626205,91804424,raichur district
karnataka,2022,3,254664,45621827,chamarajanagara district
karnataka,2022,3,1065741,29745949,dakshina kannada district
karnataka,2022,3,713468,91147841,hassan district
karnataka,2022,3,1024771,43016397,dharwad district
karnataka,2022,3,711717,75645732,shivamogga district
karnataka,2022,3,547661,23631824,udupi district
karnataka,2022,3,329155,45703393,gadag district
karnataka,2022,4,1627802,150994790,mysuru district
karnataka,2022,4,552065,55215237,chitradurga district
karnataka,2022,4,913258,75680531,kalaburagi district
karnataka,2022,4,589205,67109026,ramanagara district
karnataka,2022,4,695736,76092900,mandya district
karnataka,2022,4,227995,18581380,kodagu district
karnataka,2022,4,439498,42015819,chikkamagaluru district
karnataka,2022,4,452477,41544154,haveri district
karnataka,2022,4,1079558,87804157,ballari district
karnataka,2022,4,1709145,137476151,belagavi district
karnataka,2022,4,810354,78457036,kolar district
karnataka,2022,4,517643,33670229,uttara kannada district
karnataka,2022,4,1118547,108007687,tumakuru district
karnataka,2022,4,292816,26668954,yadgir district
karnataka,2022,4,14654455,1137875291,bengaluru urban district
karnataka,2022,4,567348,55214879,chikkaballapura district
karnataka,2022,4,768021,68709360,davanagere district
karnataka,2022,4,685069,56926164,bagalkote district
karnataka,2022,4,828346,60288985,vijayapura district
karnataka,2022,4,443983,43123975,koppal district
karnataka,2022,4,628455,60958252,bidar district
karnataka,2022,4,968384,101125704,bengaluru rural district
karnataka,2022,4,655421,52764596,raichur district
karnataka,2022,4,265884,27819993,chamarajanagara district
karnataka,2022,4,1112661,62061010,dakshina kannada district
karnataka,2022,4,744993,79244191,hassan district
karnataka,2022,4,1073312,78733050,dharwad district
karnataka,2022,4,743138,66146848,shivamogga district
karnataka,2022,4,571724,32590884,udupi district
karnataka,2022,4,344405,28743778,gadag district
karnataka,2022,2,1482427,72127262,mysuru district
karnataka,2022,2,502600,96368927,chitradurga district
karnataka,2022,2,831684,108949662,kalaburagi district
karnataka,2022,2,535182,51578618,ramanagara district
karnataka,2022,2,632244,62828162,mandya district
karnataka,2022,2,209364,29788249,kodagu district
karnataka,2022,2,401827,63884162,chikkamagaluru district
karnataka,2022,2,410677,48041831,haveri district
karnataka,2022,2,977999,88538682,ballari district
karnataka,2022,2,1556041,133664651,belagavi district
karnataka,2022,2,735683,54100392,kolar district
karnataka,2022,2,472053,48879458,uttara kannada district
karnataka,2022,2,1018947,136619621,tumakuru district
karnataka,2022,2,266445,51753560,yadgir district
karnataka,2022,2,13342916,130050013,bengaluru urban district
karnataka,2022,2,515355,51313083,chikkaballapura district
karnataka,2022,2,698130,64853726,davanagere district
karnataka,2022,2,621654,62852153,bagalkote district
karnataka,2022,2,753598,103460934,vijayapura district
karnataka,2022,2,402659,69882234,koppal district
karnataka,2022,2,570697,71050814,bidar district
karnataka,2022,2,877678,29163677,bengaluru rural district
karnataka,2022,2,594248,86117589,raichur district
karnataka,2022,2,242198,41236327,chamarajanagara district
karnataka,2022,2,1014820,29291316,dakshina kannada district
karnataka,2022,2,678916,92008285,hassan district
karnataka,2022,2,974500,40983508,dharwad district
karnataka,2022,2,677386,77584028,shivamogga district
karnataka,2022,2,521045,24607963,udupi district
karnataka,2022,2,312474,43780950,gadag district
karnataka,2022,1,1410095,60212662,mysuru district
karnataka,2022,1,476042,75601255,chitradurga district
karnataka,2022,1,788989,93474452,kalaburagi district
karnataka,2022,1,507965,39888160,ramanagara district
karnataka,2022,1,599734,50077987,mandya district
karnataka,2022,1,198895,24301885,kodagu district
karnataka,2022,1,381212,50668007,chikkamagaluru district
karnataka,2022,1,388930,37608581,haveri district
karnataka,2022,1,926458,72863480,ballari district
karnataka,2022,1,1477767,113297735,belagavi district
karnataka,2022,1,697883,46713217,kolar district
karnataka,2022,1,448070,40902658,uttara kannada district
karnataka,2022,1,966743,108955851,tumakuru district
karnataka,2022,1,252073,39910614,yadgir district
karnataka,2022,1,12707664,143835471,bengaluru urban district
karnataka,2022,1,488750,44271673,chikkaballapura district
karnataka,2022,1,662751,51647249,davanagere district
karnataka,2022,1,589114,54473279,bagalkote district
karnataka,2022,1,714643,87459432,vijayapura district
karnataka,2022,1,381091,53448713,koppal district
karnataka,2022,1,540642,60658637,bidar district
karnataka,2022,1,833284,27030248,bengaluru rural district
karnataka,2022,1,562507,72023729,raichur district
karnataka,2022,1,229823,31024564,chamarajanagara district
karnataka,2022,1,965225,24685281,dakshina kannada district
karnataka,2022,1,644154,71061495,hassan district
karnataka,2022,1,925787,35977756,dharwad district
karnataka,2022,1,643097,59603281,shivamogga district
karnataka,2022,1,494914,19689319,udupi district
karnataka,2022,1,296047,35687374,gadag district
karnataka,2021,3,1250860,48272120,mysuru district
karnataka,2021,3,417163,36001947,chitradurga district
karnataka,2021,3,694567,50256674,kalaburagi district
karnataka,2021,3,448065,29062035,ramanagara district
karnataka,2021,3,528361,29967986,mandya district
karnataka,2021,3,175878,11030231,kodagu district
karnataka,2021,3,335416,23262222,chikkamagaluru district
karnataka,2021,3,340458,21691814,haveri district
karnataka,2021,3,814170,54246591,ballari district
karnataka,2021,3,1304051,58354498,belagavi district
karnataka,2021,3,615004,37214686,kolar district
karnataka,2021,3,395160,21489269,uttara kannada district
karnataka,2021,3,850678,59870049,tumakuru district
karnataka,2021,3,220170,19673784,yadgir district
karnataka,2021,3,11321012,423965215,bengaluru urban district
karnataka,2021,3,429845,31188426,chikkaballapura district
karnataka,2021,3,584571,32345530,davanagere district
karnataka,2021,3,517079,28300711,bagalkote district
karnataka,2021,3,627795,43855268,vijayapura district
karnataka,2021,3,333722,27282817,koppal district
karnataka,2021,3,475158,37639565,bidar district
karnataka,2021,3,735551,35599266,bengaluru rural district
karnataka,2021,3,492375,38619508,raichur district
karnataka,2021,3,202168,15829867,chamarajanagara district
karnataka,2021,3,855634,21412918,dakshina kannada district
karnataka,2021,3,566904,34788129,hassan district
karnataka,2021,3,818797,34415050,dharwad district
karnataka,2021,3,566838,29165333,shivamogga district
karnataka,2021,3,437345,12928299,udupi district
karnataka,2021,3,259426,19051279,gadag district
karnataka,2021,4,1332579,84514082,mysuru district
karnataka,2021,4,447221,30870741,chitradurga district
karnataka,2021,4,743146,50879550,kalaburagi district
karnataka,2021,4,478668,38380184,ramanagara district
karnataka,2021,4,564725,40149943,mandya district
karnataka,2021,4,187714,9753349,kodagu district
karnataka,2021,4,358975,20950700,chikkamagaluru district
karnataka,2021,4,365257,21102930,haveri district
karnataka,2021,4,871581,62467773,ballari district
karnataka,2021,4,1393290,78020362,belagavi district
karnataka,2021,4,657607,52731050,kolar district
karnataka,2021,4,422171,19025373,uttara kannada district
karnataka,2021,4,909976,63705876,tumakuru district
karnataka,2021,4,236490,16328222,yadgir district
karnataka,2021,4,12038775,818047839,bengaluru urban district
karnataka,2021,4,459988,36037978,chikkaballapura district
karnataka,2021,4,624570,39536906,davanagere district
karnataka,2021,4,554099,33560109,bagalkote district
karnataka,2021,4,672340,39909595,vijayapura district
karnataka,2021,4,357841,27558588,koppal district
karnataka,2021,4,508686,40940770,bidar district
karnataka,2021,4,785717,67129022,bengaluru rural district
karnataka,2021,4,528246,36140668,raichur district
karnataka,2021,4,216215,13328889,chamarajanagara district
karnataka,2021,4,912133,36536741,dakshina kannada district
karnataka,2021,4,606707,41053977,hassan district
karnataka,2021,4,873847,53145629,dharwad district
karnataka,2021,4,606024,34524043,shivamogga district
karnataka,2021,4,466878,18132024,udupi district
karnataka,2021,4,278180,17095600,gadag district
karnataka,2021,2,1168608,36371793,mysuru district
karnataka,2021,2,386380,29255441,chitradurga district
karnataka,2021,2,645639,42069112,kalaburagi district
karnataka,2021,2,416739,23827957,ramanagara district
karnataka,2021,2,491102,25908721,mandya district
karnataka,2021,2,163742,8488815,kodagu district
karnataka,2021,2,311052,17822948,chikkamagaluru district
karnataka,2021,2,315491,16739886,haveri district
karnataka,2021,2,755860,41859992,ballari district
karnataka,2021,2,1213293,44624929,belagavi district
karnataka,2021,2,571929,30373692,kolar district
karnataka,2021,2,367399,16680175,uttara kannada district
karnataka,2021,2,790148,50740889,tumakuru district
karnataka,2021,2,203336,16112341,yadgir district
karnataka,2021,2,10604609,300938617,bengaluru urban district
karnataka,2021,2,399185,25947736,chikkaballapura district
karnataka,2021,2,543821,25570785,davanagere district
karnataka,2021,2,479927,22075518,bagalkote district
karnataka,2021,2,582278,34636839,vijayapura district
karnataka,2021,2,308936,21252031,koppal district
karnataka,2021,2,441065,31639098,bidar district
karnataka,2021,2,684759,26632282,bengaluru rural district
karnataka,2021,2,455771,29994576,raichur district
karnataka,2021,2,187469,12338325,chamarajanagara district
karnataka,2021,2,798331,15802873,dakshina kannada district
karnataka,2021,2,526240,28769195,hassan district
karnataka,2021,2,763441,25161458,dharwad district
karnataka,2021,2,526831,23646109,shivamogga district
karnataka,2021,2,407264,11064393,udupi district
karnataka,2021,2,240378,14743188,gadag district
karnataka,2021,1,1094627,42998885,mysuru district
karnataka,2021,1,359774,13146825,chitradurga district
karnataka,2021,1,602937,24147877,kalaburagi district
karnataka,2021,1,389219,18160635,ramanagara district
karnataka,2021,1,458538,17976756,mandya district
karnataka,2021,1,153053,4337845,kodagu district
karnataka,2021,1,289630,8631829,chikkamagaluru district
karnataka,2021,1,293899,8803231,haveri district
karnataka,2021,1,705364,32592485,ballari district
karnataka,2021,1,1132987,34752351,belagavi district
karnataka,2021,1,534157,25549286,kolar district
karnataka,2021,1,343355,9070620,uttara kannada district
karnataka,2021,1,736609,30118851,tumakuru district
karnataka,2021,1,189271,7214734,yadgir district
karnataka,2021,1,9955387,554419656,bengaluru urban district
karnataka,2021,1,372241,17087913,chikkaballapura district
karnataka,2021,1,508179,17621765,davanagere district
karnataka,2021,1,447765,15053079,bagalkote district
karnataka,2021,1,543181,19138250,vijayapura district
karnataka,2021,1,287597,11497598,koppal district
karnataka,2021,1,411728,19569082,bidar district
karnataka,2021,1,639890,34184669,bengaluru rural district
karnataka,2021,1,424252,17480505,raichur district
karnataka,2021,1,174952,5520986,chamarajanagara district
karnataka,2021,1,746964,18655914,dakshina kannada district
karnataka,2021,1,490609,16390159,hassan district
karnataka,2021,1,714056,28863170,dharwad district
karnataka,2021,1,491220,14935102,shivamogga district
karnataka,2021,1,380553,9126747,udupi district
karnataka,2021,1,223838,7870580,gadag district
karnataka,2020,3,923296,26595871,mysuru district
karnataka,2020,3,300719,10159890,chitradurga district
karnataka,2020,3,507894,16580065,kalaburagi district
karnataka,2020,3,329112,12931411,ramanagara district
karnataka,2020,3,386051,13267940,mandya district
karnataka,2020,3,127160,2791774,kodagu district
karnataka,2020,3,240177,6269375,chikkamagaluru district
karnataka,2020,3,243591,6367113,haveri district
karnataka,2020,3,595935,23172796,ballari district
karnataka,2020,3,951629,24325882,belagavi district
karnataka,2020,3,449470,18721704,kolar district
karnataka,2020,3,287730,6238135,uttara kannada district
karnataka,2020,3,618091,21713087,tumakuru district
karnataka,2020,3,157834,5211314,yadgir district
karnataka,2020,3,8611452,322860571,bengaluru urban district
karnataka,2020,3,313480,13001841,chikkaballapura district
karnataka,2020,3,426961,12583087,davanagere district
karnataka,2020,3,376754,11151542,bagalkote district
karnataka,2020,3,458119,14492659,vijayapura district
karnataka,2020,3,239771,8347850,koppal district
karnataka,2020,3,347354,13891230,bidar district
karnataka,2020,3,543893,22521395,bengaluru rural district
karnataka,2020,3,357794,13008515,raichur district
karnataka,2020,3,145166,4038938,chamarajanagara district
karnataka,2020,3,617552,11393774,dakshina kannada district
karnataka,2020,3,407970,11515402,hassan district
karnataka,2020,3,608659,17999599,dharwad district
karnataka,2020,3,411810,10667405,shivamogga district
karnataka,2020,3,314731,6056848,udupi district
karnataka,2020,3,187395,5806199,gadag district
karnataka,2020,4,1015945,36538089,mysuru district
karnataka,2020,4,333450,12510031,chitradurga district
karnataka,2020,4,559718,21222389,kalaburagi district
karnataka,2020,4,361201,16517041,ramanagara district
karnataka,2020,4,425378,16160451,mandya district
karnataka,2020,4,141874,3987098,kodagu district
karnataka,2020,4,268100,8071176,chikkamagaluru district
karnataka,2020,4,271755,8140283,haveri district
karnataka,2020,4,654751,30046637,ballari district
karnataka,2020,4,1051934,31134675,belagavi district
karnataka,2020,4,495224,23730229,kolar district
karnataka,2020,4,318811,8207702,uttara kannada district
karnataka,2020,4,682441,27104012,tumakuru district
karnataka,2020,4,174982,6596547,yadgir district
karnataka,2020,4,9286243,456667561,bengaluru urban district
karnataka,2020,4,345355,15886888,chikkaballapura district
karnataka,2020,4,471813,16184025,davanagere district
karnataka,2020,4,415594,14221516,bagalkote district
karnataka,2020,4,504403,17980063,vijayapura district
karnataka,2020,4,266212,10887251,koppal district
karnataka,2020,4,381843,17145651,bidar district
karnataka,2020,4,593872,30396643,bengaluru rural district
karnataka,2020,4,393385,16304518,raichur district
karnataka,2020,4,161907,5235691,chamarajanagara district
karnataka,2020,4,690826,16059638,dakshina kannada district
karnataka,2020,4,453802,14765001,hassan district
karnataka,2020,4,663973,24402584,dharwad district
karnataka,2020,4,455648,13529152,shivamogga district
karnataka,2020,4,352464,8435951,udupi district
karnataka,2020,4,207278,7442197,gadag district
karnataka,2020,2,837003,18069895,mysuru district
karnataka,2020,2,267374,7921698,chitradurga district
karnataka,2020,2,455786,12273057,kalaburagi district
karnataka,2020,2,297300,9630491,ramanagara district
karnataka,2020,2,346777,10682341,mandya district
karnataka,2020,2,112121,2083487,kodagu district
karnataka,2020,2,211842,4688043,chikkamagaluru district
karnataka,2020,2,212822,4828428,haveri district
karnataka,2020,2,537204,16857518,ballari district
karnataka,2020,2,849149,18286088,belagavi district
karnataka,2020,2,404048,13758597,kolar district
karnataka,2020,2,257257,4832970,uttara kannada district
karnataka,2020,2,552123,16600911,tumakuru district
karnataka,2020,2,140500,4149274,yadgir district
karnataka,2020,2,8028070,217406465,bengaluru urban district
karnataka,2020,2,280849,9635695,chikkaballapura district
karnataka,2020,2,380810,9219076,davanagere district
karnataka,2020,2,334436,8204201,bagalkote district
karnataka,2020,2,407483,10678723,vijayapura district
karnataka,2020,2,212354,6151219,koppal district
karnataka,2020,2,312859,11031911,bidar district
karnataka,2020,2,496292,14889541,bengaluru rural district
karnataka,2020,2,321809,9717951,raichur district
karnataka,2020,2,128971,3414811,chamarajanagara district
karnataka,2020,2,543603,7580908,dakshina kannada district
karnataka,2020,2,361759,9097572,hassan district
karnataka,2020,2,554235,12377558,dharwad district
karnataka,2020,2,365651,7734883,shivamogga district
karnataka,2020,2,277972,4383464,udupi district
karnataka,2020,2,166907,4323299,gadag district
karnataka,2020,1,764697,23157562,mysuru district
karnataka,2020,1,233840,6183299,chitradurga district
karnataka,2020,1,402676,10731948,kalaburagi district
karnataka,2020,1,267981,9733240,ramanagara district
karnataka,2020,1,309136,9387333,mandya district
karnataka,2020,1,98612,1929841,kodagu district
karnataka,2020,1,186487,3874339,chikkamagaluru district
karnataka,2020,1,184781,3960695,haveri district
karnataka,2020,1,481004,16047162,ballari district
karnataka,2020,1,746925,17121517,belagavi district
karnataka,2020,1,361750,12303181,kolar district
karnataka,2020,1,226792,4118524,uttara kannada district
karnataka,2020,1,488995,14944882,tumakuru district
karnataka,2020,1,121589,3264873,yadgir district
karnataka,2020,1,7564577,365358412,bengaluru urban district
karnataka,2020,1,250163,8606320,chikkaballapura district
karnataka,2020,1,337445,8693016,davanagere district
karnataka,2020,1,293935,7199781,bagalkote district
karnataka,2020,1,357428,9313061,vijayapura district
karnataka,2020,1,185866,5100820,koppal district
karnataka,2020,1,275072,8639094,bidar district
karnataka,2020,1,455608,18109090,bengaluru rural district
karnataka,2020,1,285797,8561095,raichur district
karnataka,2020,1,112400,2677247,chamarajanagara district
karnataka,2020,1,481992,9167438,dakshina kannada district
karnataka,2020,1,318850,7555719,hassan district
karnataka,2020,1,502446,15318060,dharwad district
karnataka,2020,1,324957,7363924,shivamogga district
karnataka,2020,1,247646,4331891,udupi district
karnataka,2020,1,147533,3734672,gadag district
karnataka,2019,3,601068,15381179,mysuru district
karnataka,2019,3,175696,3445767,chitradurga district
karnataka,2019,3,306756,6218351,kalaburagi district
karnataka,2019,3,205821,5830730,ramanagara district
karnataka,2019,3,234243,5402921,mandya district
karnataka,2019,3,73300,1142114,kodagu district
karnataka,2019,3,140270,2245116,chikkamagaluru district
karnataka,2019,3,138074,2239923,haveri district
karnataka,2019,3,376264,9897166,ballari district
karnataka,2019,3,568340,10591496,belagavi district
karnataka,2019,3,277877,7359399,kolar district
karnataka,2019,3,177303,2570391,uttara kannada district
karnataka,2019,3,366543,8373477,tumakuru district
karnataka,2019,3,90633,1739841,yadgir district
karnataka,2019,3,6383771,286764483,bengaluru urban district
karnataka,2019,3,191086,5085160,chikkaballapura district
karnataka,2019,3,259239,5292577,davanagere district
karnataka,2019,3,227893,4396253,bagalkote district
karnataka,2019,3,272575,5507794,vijayapura district
karnataka,2019,3,140202,2868241,koppal district
karnataka,2019,3,211382,4744766,bidar district
karnataka,2019,3,361924,12165553,bengaluru rural district
karnataka,2019,3,219963,4884784,raichur district
karnataka,2019,3,83829,1556076,chamarajanagara district
karnataka,2019,3,363240,5760451,dakshina kannada district
karnataka,2019,3,239587,4197871,hassan district
karnataka,2019,3,397243,10736033,dharwad district
karnataka,2019,3,246474,4354833,shivamogga district
karnataka,2019,3,191625,2732005,udupi district
karnataka,2019,3,112854,2198909,gadag district
karnataka,2019,4,686169,20282620,mysuru district
karnataka,2019,4,204763,4761975,chitradurga district
karnataka,2019,4,355228,8600804,kalaburagi district
karnataka,2019,4,238556,7996637,ramanagara district
karnataka,2019,4,272705,7321773,mandya district
karnataka,2019,4,86496,1676527,kodagu district
karnataka,2019,4,164190,3246391,chikkamagaluru district
karnataka,2019,4,160702,3069637,haveri district
karnataka,2019,4,429391,13342591,ballari district
karnataka,2019,4,656749,14298924,belagavi district
karnataka,2019,4,321279,9946553,kolar district
karnataka,2019,4,202180,3454632,uttara kannada district
karnataka,2019,4,428605,11843986,tumakuru district
karnataka,2019,4,105445,2422884,yadgir district
karnataka,2019,4,7016836,353757216,bengaluru urban district
karnataka,2019,4,221609,6890491,chikkaballapura district
karnataka,2019,4,298755,7287464,davanagere district
karnataka,2019,4,260054,5878530,bagalkote district
karnataka,2019,4,314097,7480611,vijayapura district
karnataka,2019,4,162861,3948062,koppal district
karnataka,2019,4,243303,6709326,bidar district
karnataka,2019,4,411896,16114910,bengaluru rural district
karnataka,2019,4,253236,6892107,raichur district
karnataka,2019,4,98140,2069842,chamarajanagara district
karnataka,2019,4,423031,7875886,dakshina kannada district
karnataka,2019,4,279728,5917518,hassan district
karnataka,2019,4,452178,13718357,dharwad district
karnataka,2019,4,286945,6123526,shivamogga district
karnataka,2019,4,220313,3719466,udupi district
karnataka,2019,4,129976,3025624,gadag district
karnataka,2019,2,517839,3883347,mysuru district
karnataka,2019,2,152893,917295,chitradurga district
karnataka,2019,2,267907,1592100,kalaburagi district
karnataka,2019,2,177164,1571272,ramanagara district
karnataka,2019,2,200103,1408879,mandya district
karnataka,2019,2,60977,323029,kodagu district
karnataka,2019,2,119458,597243,chikkamagaluru district
karnataka,2019,2,120318,607007,haveri district
karnataka,2019,2,330704,2591795,ballari district
karnataka,2019,2,492435,2779128,belagavi district
karnataka,2019,2,240400,1936572,kolar district
karnataka,2019,2,155128,723813,uttara kannada district
karnataka,2019,2,312592,2112256,tumakuru district
karnataka,2019,2,79499,479502,yadgir district
karnataka,2019,2,5694165,71768692,bengaluru urban district
karnataka,2019,2,165237,1341464,chikkaballapura district
karnataka,2019,2,226600,1439455,davanagere district
karnataka,2019,2,202371,1174328,bagalkote district
karnataka,2019,2,237960,1452198,vijayapura district
karnataka,2019,2,122344,771554,koppal district
karnataka,2019,2,185622,1279191,bidar district
karnataka,2019,2,314610,3040775,bengaluru rural district
karnataka,2019,2,192262,1319337,raichur district
karnataka,2019,2,71698,415442,chamarajanagara district
karnataka,2019,2,306684,1488612,dakshina kannada district
karnataka,2019,2,205501,1137827,hassan district
karnataka,2019,2,342439,2485798,dharwad district
karnataka,2019,2,210772,1104757,shivamogga district
karnataka,2019,2,163912,682081,udupi district
karnataka,2019,2,98493,600062,gadag district
karnataka,2019,1,432208,0,mysuru district
karnataka,2019,1,127578,0,chitradurga district
karnataka,2019,1,230020,0,kalaburagi district
karnataka,2019,1,148213,0,ramanagara district
karnataka,2019,1,164533,0,mandya district
karnataka,2019,1,47953,0,kodagu district
karnataka,2019,1,98090,0,chikkamagaluru district
karnataka,2019,1,100853,0,haveri district
karnataka,2019,1,281648,0,ballari district
karnataka,2019,1,412265,0,belagavi district
karnataka,2019,1,201909,0,kolar district
karnataka,2019,1,131243,0,uttara kannada district
karnataka,2019,1,258398,0,tumakuru district
karnataka,2019,1,67099,0,yadgir district
karnataka,2019,1,5003207,0,bengaluru urban district
karnataka,2019,1,137719,0,chikkaballapura district
karnataka,2019,1,191840,0,davanagere district
karnataka,2019,1,173415,0,bagalkote district
karnataka,2019,1,199735,0,vijayapura district
karnataka,2019,1,103151,0,koppal district
karnataka,2019,1,160253,0,bidar district
karnataka,2019,1,267147,0,bengaluru rural district
karnataka,2019,1,163836,0,raichur district
karnataka,2019,1,59101,0,chamarajanagara district
karnataka,2019,1,254135,0,dakshina kannada district
karnataka,2019,1,169484,0,hassan district
karnataka,2019,1,287568,0,dharwad district
karnataka,2019,1,174221,0,shivamogga district
karnataka,2019,1,136628,0,udupi district
karnataka,2019,1,82724,0,gadag district
bihar,2018,3,49663,0,madhepura district
bihar,2018,3,94363,0,purnia district
bihar,2018,3,128472,0,nalanda district
bihar,2018,3,51486,0,buxar district
bihar,2018,3,132803,0,darbhanga district
bihar,2018,3,59996,0,nawada district
bihar,2018,3,43752,0,jamui district
bihar,2018,3,18723,0,sheikhpura district
bihar,2018,3,98993,0,siwan district
bihar,2018,3,211519,0,muzaffarpur district
bihar,2018,3,684421,0,patna district
bihar,2018,3,36542,0,jehanabad district
bihar,2018,3,115023,0,rohtas district
bihar,2018,3,102517,0,begusarai district
bihar,2018,3,55126,0,supaul district
bihar,2018,3,86343,0,sitamarhi district
bihar,2018,3,123407,0,saran district
bihar,2018,3,20402,0,arwal district
bihar,2018,3,122105,0,vaishali district
bihar,2018,3,124955,0,pashchim champaran district
bihar,2018,3,77944,0,gopalganj district
bihar,2018,3,32649,0,lakhisarai district
bihar,2018,3,78109,0,aurangabad district
bihar,2018,3,42159,0,kaimur bhabua district
bihar,2018,3,60052,0,araria district
bihar,2018,3,57422,0,munger district
bihar,2018,3,81567,0,katihar district
bihar,2018,3,46130,0,khagaria district
bihar,2018,3,58234,0,saharsa district
bihar,2018,3,131270,0,bhagalpur district
bihar,2018,3,123044,0,madhubani district
bihar,2018,3,33293,0,kishanganj district
bihar,2018,3,160375,0,gaya district
bihar,2018,3,134680,0,samastipur district
bihar,2018,3,37816,0,banka district
bihar,2018,3,162122,0,purbi champaran district
bihar,2018,3,14106,0,sheohar district
bihar,2018,3,92952,0,bhojpur district
bihar,2018,4,62629,0,madhepura district
bihar,2018,4,117803,0,purnia district
bihar,2018,4,160167,0,nalanda district
bihar,2018,4,66750,0,buxar district
bihar,2018,4,167302,0,darbhanga district
bihar,2018,4,77511,0,nawada district
bihar,2018,4,57118,0,jamui district
bihar,2018,4,24007,0,sheikhpura district
bihar,2018,4,129337,0,siwan district
bihar,2018,4,260789,0,muzaffarpur district
bihar,2018,4,826399,0,patna district
bihar,2018,4,46948,0,jehanabad district
bihar,2018,4,145673,0,rohtas district
bihar,2018,4,130175,0,begusarai district
bihar,2018,4,70883,0,supaul district
bihar,2018,4,109162,0,sitamarhi district
bihar,2018,4,161486,0,saran district
bihar,2018,4,26433,0,arwal district
bihar,2018,4,156657,0,vaishali district
bihar,2018,4,161063,0,pashchim champaran district
bihar,2018,4,101282,0,gopalganj district
bihar,2018,4,41729,0,lakhisarai district
bihar,2018,4,101513,0,aurangabad district
bihar,2018,4,54117,0,kaimur bhabua district
bihar,2018,4,78248,0,araria district
